CODE	VN_NAME	EN_NAME	MARKET	INDUSTRY	IPO	IPO_SHARES	FTRD_DATE	FTRD_CLS	MINDATE	MINDATE_SHLI	MINDATE_SHOU	FTRD_SHLI	ENDDATE
VHL	CTCP Viglacera Hạ Long	Viglacera Ha Long Jsc	HNX	Industrials	2009/02/12	7000000	2009/02/12	27000	2009/02/12	7000000		7000000	2099/12/31
VIA	CTCP VIAN	Vian Jsc	UPC	Consumer Goods	2010/04/20	1200000	2010/04/20	0	2010/04/21	0		1200000	2099/12/31
VIC	Tập Đoàn VINGROUP - CTCP	Vincom Jsc	HSX	Financials	2007/09/07	80000000	2007/09/19	125000	2007/09/19	80000000		80000000	2099/12/31
VID	CTCP Đầu tư Phát triển Thương mại Viễn Đông	Vien Dong Investment Development Trading Corporation	HSX	Basic Materials	2006/07/12	8455700	2006/12/25	79000	2006/12/25	8455700		8455700	2099/12/31
VIE	CTCP Công nghệ Viễn thông VITECO	Viteco Vietnam Telecommunications Technology Jsc	HNX	Technology	2011/05/06	1561244	2011/05/06	9000	2011/05/06	1561244		1561244	2099/12/31
VIG	CTCP Chứng khoán Thương mại và Công nghiệp Việt Nam	Viet Nam Industrial & Commercial Securities Corporation	HNX	Financials	2009/12/01	15000000	2009/12/01	22800	2009/12/01	15000000		15000000	2099/12/31
VIP	CTCP Vận tải Xăng dầu Vipco	Viet Nam Petroleum Transport Jsc	HSX	Industrials	2006/11/09	35100000	2006/12/21	55000	2006/12/21	35100000		35100000	2099/12/31
VIR	Du lịch Vũng Tàu	Vung Tau Intourco Resort Jsc	UPC	Consumer Services	2010/07/01	5240000	2010/07/01	7100	2010/07/01	5240000		5240000	2099/12/31
VIS	CTCP Thép Việt Ý	Viet Nam – Italy Steel Jsc	HSX	Basic Materials	2006/12/07	10000000	2006/12/25	45000	2006/12/25	10000000		10000000	2099/12/31
VIT	CTCP Viglacera Tiên Sơn	Viglacera Tien Son Jsc	HNX	Industrials	2009/11/03	4500000	2009/11/03	37900	2009/11/03	4500000		4500000	2099/12/31
VIX	CTCP Chứng khoán Xuân Thành	Vincom Securities Jsc	HNX	Financials	2009/12/29	30000000	2009/12/29	28300	2009/12/29	30000000		30000000	2099/12/31
VKC	CTCP Cáp-Nhựa Vĩnh Khánh	Vinhkhanh Cable Plastic Corporation	HNX	Consumer Goods	2010/12/08	13000000	2010/12/08	13000	2010/12/08	13000000		13000000	2099/12/31
VKD	Nước khoáng Khánh Hòa	Khanh Hoa Mineral Water Jsc	UPC	Consumer Goods	2010/04/12	2160000	2010/04/12	0	2010/04/12	2160000		2160000	2099/12/31
VKP	CTCP Nhựa Tân Hóa	Viky Plastic Jsc	HSX	Basic Materials	2008/03/31	8000000	2008/06/19	44000	2008/06/19	8000000		8000000	2012/06/25
VLA	CTCP Đầu tư và Phát triển Công nghệ Văn Lang	Van Lang Technology Development And Investment Jsc	HNX	Technology	2010/08/04	1080000	2010/08/04	20000	2010/08/04	1080000		1080000	2099/12/31
VLF	CTCP Lương thực Thực phẩm Vĩnh Long	Vinh Long Cereal And Food Import Export Company 	HSX	Consumer Goods	2010/12/10	10400000	2010/12/21	30000	2010/12/21	10400000		10400000	2099/12/31
VMC	CTCP Vimeco	Vimeco Jsc	HNX	Industrials	2006/12/11	3500000	2006/12/11	51900	2006/12/11	3500000		3500000	2099/12/31
VMD	CTCP Y dược phẩm Vimedimex	Vimedimex Medi – Pharma Jsc	HSX	Health Care	2010/08/17	8141196	2010/09/30	30400	2010/09/30	8141196		8141196	2099/12/31
VMG	CTCP Thương mại và Dịch vụ Dầu khí Vũng Tàu	Vung Tau Petroleum Trading And Service Jsc	HNX	Utilities	2009/09/30	9600000	2009/09/30	21000	2009/09/30	9600000		9600000	2099/12/31
VNA	CTCP Vận tải Biển Vinaship	Vinaship Jsc	HSX	Industrials	2008/08/20	20000000	2008/09/09	44000	2008/09/09	20000000		20000000	2099/12/31
VNC	CTCP Tập đoàn Vinacontrol	The Vietnam Superintendence And Inspection Jsc	HNX	Industrials	2006/12/21	5250000	2006/12/21	37200	2006/12/21	5250000		5250000	2099/12/31
VND	CTCP Chứng khoán VNDIRECT	Vndirect Securities Corporation	HNX	Financials	2010/03/30	45000000	2010/03/30	42000	2010/03/30	45000000		45000000	2099/12/31
VNE	Tổng CTCP Xây dựng Điện Việt Nam	Vietnam Electricity Construction JCC	HSX	Industrials	2007/08/01	32000000	2007/08/09	52000	2007/08/09	32000000		32000000	2099/12/31
VNF	Công ty Cô phần Vận Tải Ngoại Thương	Vinafreight International Freight Forwarders Jsc	HNX	Industrials	2010/12/01	5600000	2010/12/01	27100	2010/12/01	5600000		5600000	2099/12/31
VNG	CTCP Du lịch Golf Việt Nam	Viet Nam Golf Tourism Jsc	HSX	Consumer Services	2009/11/30	13000000	2009/12/17	16000	2009/12/17	13000000		13000000	2099/12/31
VNH	CTCP Thủy hải sản Việt Nhật	Viet Nhat Seafood Corporation	HSX	Consumer Goods	2010/04/02	8023071	2010/04/08	19200	2010/04/08	8023071		8023071	2099/12/31
VNI	CTCP Đầu tư Bất động Sản Việt Nam	Viet Nam Land Investment Corporation	HSX	Financials	2009/09/03	10559996	2009/09/09	30000	2009/09/09	10559996		10559996	2099/12/31
VNL	CTCP Giao nhận Vận tải và Thương mại	Vinalink International Freight Forwarders	HSX	Industrials	2009/08/10	8190000	2009/08/17	31200	2009/08/17	8190000		8190000	2099/12/31
VNM	CTCP Sữa Việt Nam	Viet Nam Dairy Products Jsc	HSX	Consumer Goods	2005/12/28	159000000	2006/01/19	53000	2006/01/19	159000000		159000000	2099/12/31
VNN	CTCP Đầu tư Vietnamnet	Vietnamnet Investement Joint Stock Company	HNX	Financials	2012/09/14	5726698	2012/12/03	14000	2012/12/03	5726698		5726698	2099/12/31
VNR	Tổng CTCP Tái bảo Hiểm Quốc Gia Việt Nam	Vietnam National Reinsurance Corporation	HNX	Financials	2006/03/13	34300000	2006/03/13	37300	2006/03/13	34300000		34300000	2099/12/31
VNS	CTCP Ánh Dương Việt Nam	Vietnam Sun Corporation	HSX	Industrials	2008/07/23	17000000	2008/07/29	48000	2008/07/29	17000000		17000000	2099/12/31
VNT	CTCP Giao nhận Vận tải Ngoại thương	The Foreign Trade Forwarding And Transportation Jsc	HNX	Industrials	2009/08/14	5472000	2009/08/14	40500	2009/08/14	5472000		5472000	2099/12/31
VNX	QC và Hội chợ Thương mại	Viet Nam National Trade Fair & Advertising Jsc	UPC	Consumer Services	2010/06/10	1050000	2010/06/10	0	2010/06/10	1050000		1050000	2099/12/31
VOS	CTCP Vận tải Biển Việt Nam	Viet Nam Ocean Shipping Jsc 	HSX	Industrials	2010/08/30	140000000	2010/09/08	14400	2010/09/08	140000000		140000000	2099/12/31
VPC	CTCP Đầu tư và Phát triển Năng lượng Việt Nam	V- Power Investment and Development	HNX	Industrials	2012/05/31	5625000	2012/06/18	3500	2009/10/07	5625000		5625000	2099/12/31
VPC	CTCP Đầu tư và Phát triển Năng lượng Việt Nam	V- Power Investment and Development	UPC	Industrials		5625000	2009/10/07	9400				5625000	2012/06/12
VPH	CTCP Vạn Phát Hưng	Van Phat Hung Corporation	HSX	Financials	2009/08/31	20083285	2009/09/09	36000	2009/09/09	20083285		20083285	2099/12/31
VPK	CTCP Bao Bì Dầu Thực vật	Vegetable Oil Packing Jsc 	HSX	Industrials	2006/11/16	7600000	2006/12/21	27500	2006/12/21	7600000		7600000	2099/12/31
VPL	CTCP Vinpearl	Vinpearl Jsc	HSX	Consumer Services	2008/01/31	100000000	2008/01/31	136000	2008/01/31	100000000		100000000	2099/12/31
VQC	Giám định TKV	Vinacomin Quacontrol Jsc	UPC	Industrials	2010/02/26	1400000	2010/02/26	0	2010/02/26	1400000		1400000	2099/12/31
VRC	CTCP Xây lắp và Địa ốc Vũng Tàu	Vung Tau Real Estate And Construction Jsc	HSX	Financials	2010/07/19	10116910	2010/07/26	43200	2010/07/26	10116910		10116910	2099/12/31
VSC	CTCP Container Việt Nam	Vietnam Container Shipping Jsc	HSX	Industrials	2007/12/12	8037334	2008/01/09	124000	2008/01/09	8037334		8037334	2099/12/31
VSG	CTCP Container Phía Nam	South Vietnam Container ShippingJsc	HSX	Industrials	2008/09/05	11044000	2008/09/18	20000	2008/09/18	11044000		11044000	2013/05/03
VSG	CTCP Container Phía Nam	South Vietnam Container ShippingJsc	UPC	Industrials	2013/06/19	11044000	2013/06/19	800	2013/06/19	11044000		11044000	2099/12/31
VSH	CTCP Thủy Điện Vĩnh Sơn Sông Hinh	Vinh Son - Song Hinh Hydropower Jsc	HSX	Utilities	2006/07/07	125000000	2006/07/18	35500	2005/07/14	125000000		125000000	2099/12/31
VSH	CTCP Thủy Điện Vĩnh Sơn Sông Hinh	Vinh Son - Song Hinh Hydropower Jsc	HNX	Utilities		124230000	2005/07/14	13000				124230000	2006/07/04
VSI	CTCP Đầu tư và Xây dựng Cấp thoát Nước	Water Supply Sewwerage Contruction & Invesment	HSX	Industrials	2010/12/01	12000000	2010/12/24	24000	2010/12/24	12000000		12000000	2099/12/31
VSP	CTCP Vận tải biển và Bất động sản Việt Hải	Viet Hai Shipping and Real Properties Corporation	HNX	Industrials	2006/12/25	4000000	2006/12/25	164900	2006/12/25	4000000		4000000	2012/05/31
VSP	CTCP Vận tải Biển và Bất động sản Việt Hải	Viet Hai Shipping and Real Properties Corporation	UPC	Industrials	2012/06/06	38084489	2012/07/06	1900	2006/12/25	4000000		38084489	2099/12/31
VST	CTCP Vận tải và Thuê tàu biển Việt Nam	Vietnam Sea Transport And Chartering Jsc.	HSX	Industrials	2009/02/20	40000000	2009/02/26	19200	2009/02/26	40000000		40000000	2099/12/31
VT1	Vật tư Bến Thành	Ben Thanh Material Jsc	UPC	Consumer Services	2010/04/15	2000000	2010/04/15	23000	2010/04/15	2000000		2000000	2099/12/31
VTA	CTCP Vitaly	Vitaly Jsc	HNX	Industrials	2009/08/06	4000000	2009/08/06	9300	2006/12/29	4000000		6000000	2011/05/31
VTA	CTCP Vitaly	Vitaly Jsc	HSX	Industrials	2006/12/29	4000000	2006/12/29	22000	2006/12/29	4000000		4000000	2009/07/23
VTA	CTCP Vitaly	Vitaly Joint Stock Company	UPC	Industrials	2011/10/31	6000000	2011/10/31	2500	2006/12/29	4000000		6000000	2099/12/31
VTB	CTCP Viettronics Tân Bình	Viettronics Tan Binh Jsc	HSX	Industrials	2006/12/08	7000000	2006/12/27	47000	2006/12/27	7000000		7000000	2099/12/31
VTC	CTCP Viễn thông VTC	Vtc Telecommunications Jsc	HNX	Technology	2003/01/24	4050085	2009/06/08	12100	2007/10/09	2608187		4050085	2099/12/31
VTC	CTCP Viễn thông VTC	Vtc Telecommunications Jsc	HSX	Technology		1794434	2003/02/12	21000				1794434	2009/05/29
VTE	Công ty cổ phần Viễn thông Điện tử Vinacap	Telecommunications Electronics Vinacap JSC	HNX	Consumer Goods									
VTF	CTCP Thức ăn Chăn nuôi Việt Thắng	Viet Thang Feed Jsc	HSX	Consumer Goods	2010/07/09	18025509	2010/09/24	18100	2010/09/24	18025509		18025509	2099/12/31
VTI	Sản xuất - XNK Dệt may	Textitle - Garment Import Export & Production Jsc	UPC	Consumer Goods	2010/12/17	3500000	2010/12/17	18000	2010/12/17	3500000		3500000	2099/12/31
VTL	CTCP Vang Thăng Long	Thang Long Wine Jsc	HNX	Consumer Goods	2005/07/14	1800000	2005/07/14	18100	2005/07/14	1800000		1800000	2099/12/31
VTO	CTCP Vận tải Xăng dầu Vitaco	Viet Nam Tanker Jsc	HSX	Industrials	2007/10/01	40000000	2007/10/09	90000	2008/09/17	60000000		40000000	2099/12/31
VTS	CTCP Viglacera Từ Sơn	Viglacera Tuson Jsc	HNX	Industrials	2006/09/20	1000000	2006/09/20	25200	2006/09/20	1000000		1000000	2099/12/31
VTV	CTCP VICEM Vật tư Vận tải Xi măng	Cement Materials And Transportation Jsc	HNX	Industrials	2006/12/18	2500000	2006/12/18	15200	2006/12/18	2500000		2500000	2099/12/31
VXB	Công ty CP Vật liệu Xây dựng Bến Tre	Ben Tre Building Material Jsc	HNX	Industrials	2010/06/22	4049006	2010/06/22	29500	2010/06/22	4049006		4049006	2099/12/31
WCS	CTCP bến xe Miền Tây	West Coach Station Jsc	HNX	Industrials	2010/09/17	2500000	2010/09/17	34000	2010/09/17	2500000		2500000	2099/12/31
WSB	Bia Sài Gòn - Miền Tây	Saigon Beer Western Jsc	UPC	Consumer Goods	2010/08/10	14500000	2010/08/10	17000	2010/08/10	14500000		14500000	2099/12/31
WSS	CTCP Chứng khoán Phố Wall	Wall Street Securities Company	HNX	Financials	2009/12/15	10800000	2009/12/15	19900	2009/12/15	10800000		10800000	2099/12/31
WTC	Vận tải thủy TKV	Vinacomin - Waterway Transport Jsc	UPC	Industrials	2010/07/15	10000000	2010/07/15	50000	2010/07/15	10000000		10000000	2099/12/31
XMC	CTCP Bê tông và Xây dựng Vinaconex Xuân Mai	Vinaconex Xuan Mai Concrete & Construction Jsc	HNX	Industrials	2007/12/20	10000000	2007/12/20	55000	2007/12/20	10000000		10000000	2013/11/12
YBC	CTCP Xi măng và Khoáng sản Yên Bái	Yen Bai Cement And Mineral Jsc	HNX	Industrials	2008/05/20	2210880	2008/05/20	18000	2008/05/20	2210880		2210880	2099/12/31
YSC	CTCP Hapaco Yên Sơn	Yenson Jsc	HNX	Basic Materials	2006/12/29	730000	2006/12/29	52800	2006/12/29	730000		730000	2099/12/31
PSD	Công ty cổ phần Dịch vụ Phân phối Tổng hợp Dầu khí	Petroleum General Distribution Services Joint Stock Company	HNX	Consumer Goods	2013/06/28	14222700	2013/06/28	68000	2013/06/28	14222700		14222700	2099/12/31
KSQ	Công ty cổ phần Khoáng sản Quang Anh	Quang Anh Mineral Joint Stock Company	HNX	Basic Materials	2013/07/26	3000000	2013/07/26	7,700	2013/07/26	3000000		3000000	2099/12/31
STL	CTCP Sông Đà - Thăng Long	Song Da - Thang Long Jsc	UPC	Financials	2013/11/12	15000000	2013/11/12						2099/12/31
THS	CTCP Thanh Hoa - Sông Đà	Thanh Hoa - Song Da Jsc	HNX	Consumer Services	2013/11/12	3000000	2013/11/12						2099/12/31
VKP	CTCP Nhựa Tân Hóa	Viky Plastic Jsc	UPC	Basic Materials	2013/11/15	8000000							2099/12/31
HPB	CTCP Bao bì PP	Pp Pack Marking Jsc	UPC	Industrials	2013/12/12	3880000	2013/12/12		2013/12/12	3880000		3880000	2099/12/31
DVC	CTCP Thương mại Dịch vụ Tổng hợp Cảng Hải Phòng	Haiphong Port Trading and Services JSC	UPC	Industrials	2013/12/13	4651423	2013/12/13		12/13/2013	4651423		4651423	12/31/2099
